business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
Beso Wellness and Beauty,AZ,Phoenix,https://besowb.com/,clinic@besowb.com,clinic@besowb.com,(480) 447-8166,,"glp-1, nad+, oxytocin, peptide, peptides, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
bluSONIL,AZ,Scottsdale,https://blusonil.com/,info@blusonil.com,info@blusonil.com; hello@blusonil.com; brett@blusonil.com,,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Cactus Canyon Medical LLC,AZ,,,lindsey.purcelley@cactuscanyonmedical.com,lindsey.purcelley@cactuscanyonmedical.com,6266211710,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Lindsey Brook Purcelley; states served: ARIZONA
CULT Aesthetics,AZ,Phoenix,https://cultaesthetics.com/,atlanta@cultaesthetics.com,atlanta@cultaesthetics.com; dallas@cultaesthetics.com; phoenix@cultaesthetics.com,(205) 537-0829; (469) 300-5211; (469) 720-1086,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Daisy Family Health Care,AZ,,,daisy@daisyfamilyhealth.com,daisy@daisyfamilyhealth.com,6023449737,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Angela Davis; states served: Arizona
Drip Medical Care,AZ,Tucson,https://dripmedicalcare.com/,info@dripmedicalcare.com,info@dripmedicalcare.com; mikealegaspi@gmail.com,(520) 631-9591,,"nad+, semaglutide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Duchess,AZ,Scottsdale,https://duchessmedspa.com/,hello@duchessmedspa.com,hello@duchessmedspa.com; duchessofscottsdale@gmail.com,(480) 725-7430,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Elixir Medical Spa,AZ,Scottsdale,https://elixirmedspa.com/,info@elixirmedspa.com,info@elixirmedspa.com; elixirmedspaaz@gmail.com,(602) 613-1111,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Enovative Wellness Center,AZ,Phoenix,https://enovativewellness.com/,info@enovativewellness.com,info@enovativewellness.com,(602) 614-9905,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Esthetic Solutions Med Spa,AZ,Scottsdale,https://estheticsolutions.com/,concierge@estheticsolutions.com,concierge@estheticsolutions.com; operations@estheticsolutions.com,(480) 280-6062,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
FIX Medical Group,AZ,Scottsdale,https://fixmedicalgroup.com/,info@fixmedicalgroup.com,info@fixmedicalgroup.com; sandiego@fixmedicalgroup.com; scottsdale@fixmedicalgroup.com,(480) 360-1699; (480) 795-5329; (619) 295-9791,,"peptide, peptides, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
FormBlends,AZ,Tucson,https://formblends.com/,support@formblends.com,support@formblends.com; press@formblends.com,(366) 021-0078; (390) 024-0379; (423) 025-0383,,"5-amino-1mq, aod-9604, bpc-157, cagrilintide, cjc-1295, ghk-cu, glp-1, glp1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, retatrutide, selank, semaglutide, semax, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",23,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Global health and Wellness, Pllc",AZ,,,lbankston@globalhealthwellnesspllc.com,lbankston@globalhealthwellnesspllc.com,8328708375,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,"contact: Latrisala Bankston; states served: New York, Louisiana , Texas, Arizona"
Injector Chrissy AZ,AZ,,,injectorchrissyaz@gmail.com,injectorchrissyaz@gmail.com,6238262114,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide,",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Christine Coombs; states served: Arizona
Klinic Care,AZ,Tucson,https://klinic.com/,support@klinic.com,support@klinic.com; nprivacy@klinic.com; privacy@klinic.com; success@klinic.com; support@klinic.care,(216) 478-5990; (800) 778-7879,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Lifeline Med Spa,AZ,Phoenix,https://lifelinemedspa.com/,info@lifelinemedspa.com,info@lifelinemedspa.com,(623) 694-8991,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Lux Lab Aesthetics,AZ,Tucson,https://luxlabaesthetics.com/,info@ndiscovered.com,info@ndiscovered.com; eben@eyebytes.com,(520) 909-6516,,"glp-1, nad+",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Manor Aesthetics,AZ,Phoenix,https://manormedspa.com/,concierge@manormedspa.com,concierge@manormedspa.com,(602) 313-6888,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, semaglutide, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",14,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
MD Skin,AZ,Phoenix,https://mdskinlounge.com/,info@mdskinlounge.com,info@mdskinlounge.com; bwgawley@gmail.com,(435) 334-5664; (480) 485-4912; (480) 636-1886,,glp-1,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Medi-Weightloss,AZ,Tucson,https://mediweightloss.com/,costerndorf@mediweightloss.com,costerndorf@mediweightloss.com; security@mediweightloss.com,(203) 318-6606; (203) 349-6334; (203) 404-5779,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Medical Spa,AZ,Scottsdale,https://wilsonmdaesthetics.com/,info@wilsonmdaesthetics.com,info@wilsonmdaesthetics.com,(480) 757-7105,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Mirror Mirror Aesthetics & Wellness,AZ,Tucson,https://mmspatucson.com/,admin@mmspatucson.net,admin@mmspatucson.net,(520) 689-6809; (520) 844-6940,,"bpc-157, ghk-cu, ipamorelin, nad+, peptide, peptides, pt-141, semax, sermorelin, tb-500, tesamorelin, thymosin",12,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Mobile IV Therapy in Arizona,AZ,Phoenix,https://thegoodlifeiv.com/,hello@thegoodlifeiv.com,hello@thegoodlifeiv.com,(480) 674-8268,,"bpc-157, epitalon, ghk cu, glp-1, ipamorelin, nad plus, nad+, peptide, peptides, selank, semaglutide, semax, sermorelin, tb-500, tb500, tesamorelin, thymosin, tirzepatide",18,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Modernized Wellness,AZ,Scottsdale,https://modernizedwellness.com/,modernizedwellnessclinic@gmail.com,modernizedwellnessclinic@gmail.com,(480) 712-2980,,"aod-9604, cjc-1295, cjc1295, dsip, ghk-cu, glp-1, ipamorelin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, pt-141, semaglutide, sermorelin, tesamorelin, thymosin, tirzepatide",19,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Moon Valley Med Spa,AZ,Phoenix,https://moonvalleymedspa.com/,info@moonvalleymedspa.com,info@moonvalleymedspa.com,(602) 391-8889,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Natural Radiance Med Spa LLC,AZ,Scottsdale,https://naturalradiancemedspa.com/,info@naturalradiancemedspa.com,info@naturalradiancemedspa.com,(480) 210-3316,,"aod-9604, bpc-157, cjc-1295, epitalon, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, pt-141, selank, semax, sermorelin, tb-500, tesamorelin, thymosin",17,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Naturopathic Doctor in Gilbert, AZ",AZ,Phoenix,https://regenerativeperformance.com/,info@regenerativeperformance.com,info@regenerativeperformance.com; office@regenerativeperformance.com,(480) 508-4226; (480) 508-4356; (522) 009-9249,,"5-amino-1mq, bpc-157, cjc-1295, dsip, epitalon, ghk-cu, glp-1, gonadorelin, ipamorelin, kisspeptin, mots-c, nad+, peptide, peptides, selank, semaglutide, semax, ss-31, tesamorelin, thymosin, tirzepatide",21,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
North Valley Medspa,AZ,Phoenix,https://northvalleymedspa.com/,northvalleymedspa@gmail.com,northvalleymedspa@gmail.com,(602) 565-1902; (928) 226-9355,,"bpc-157, cjc-1295, ipamorelin, nad+, peptide, peptides, semaglutide, sermorelin, thymosin, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Nulevel Wellness Medspa | Focused On Your Health,AZ,Scottsdale,https://nulevelwellnessmedspa.com/,info@nulevelwellnessmedspa.com,info@nulevelwellnessmedspa.com,(480) 750-7843; (480) 771-7816; (928) 978-5951,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Paradise Medspa,AZ,Phoenix,https://paradisemedspa.com/,feelpretty@paradisemedspa.com,feelpretty@paradisemedspa.com,(602) 266-8144; (602) 266-9670; (602) 786-5079,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Peptide Clinic Finder,AZ,Phoenix,https://peptideclinicfinder.com/,hello@peptideclinicfinder.com,hello@peptideclinicfinder.com; support@menonhealth.com; info@livenowlongevity.com; info@london-regenerative.com; hello@nuutro.co.uk; hello@thecatalystclinic.com,,,"5-amino-1mq, aod-9604, bpc-157, cagrilintide, cjc-1295, dsip, epitalon, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, retatrutide, selank, semaglutide, semax, sermorelin, ss-31, tb-500, tesamorelin, thymosin, tirzepatide",25,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
ReGen Advanced Infusion and Wellness Center,AZ,Phoenix,https://regeninfusions.com/,contact@regeninfusions.com,contact@regeninfusions.com,(480) 341-5174; (480) 781-4524,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
RevivaGo,AZ,Phoenix,https://revivago.com/,hello@revivago.com,hello@revivago.com,(208) 748-6646,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Rituel Salon & Med Spa · Phoenix AZ · Hair, Skin, Wellness",AZ,Phoenix,https://salonrituel.com/,info@salonrituel.com,info@salonrituel.com; hello@salonrituel.com,(602) 932-2748,,"glp-1, nad+, semaglutide, tesamorelin, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,AZ,Scottsdale,https://moderntherapeuticsaz.com/,info@moderntherapeuticsaz.com,info@moderntherapeuticsaz.com,(480) 863-6106,,"peptide, semaglutide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,AZ,Tucson,https://beautyloungeaz.com/,info@beautyloungeaz.com,info@beautyloungeaz.com,(520) 597-8799; (520) 873-9426,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
San Jose integrated clinic LLC,AZ,,,clarissenya@yahoo.com,clarissenya@yahoo.com,2147055992,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Clarisse Ngueha- Nana; states served: AZ
Scottsdale Injector,AZ,Scottsdale,https://thescottsdaleinjector.com/,admin@thescottsdaleinjector.com,admin@thescottsdaleinjector.com,(480) 425-6524; (480) 435-6524,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Silvune,AZ,Scottsdale,https://silvune.com/,contact@silvune.com,contact@silvune.com; owner@yourspa.com,,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Skindale Medspa,AZ,Scottsdale,https://skindalemedspa.com/,growth99infra@growth99.com,growth99infra@growth99.com,(623) 401-7546,,"glp-1, glp1, nad+, peptide, peptides, sermorelin",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Smash Medical Group,AZ,,,ashley@smashmedicalgroup.com,ashley@smashmedicalgroup.com,702-745-5874,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,"contact: Ashley Leach; states served: Nevada, Arizona, Utah"
Suddenly Slimmer Med Spa - Skincare Specialists in PHX | Medical Spa,AZ,Phoenix,https://suddenlyslimmer.com/,info@suddenlyslimmer.com,info@suddenlyslimmer.com,(602) 952-8446,,"glp-1, peptide, peptides, semaglutide, sermorelin, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The LowT Clinic,AZ,Tucson,https://lowttucson.com/,learnmore@lowttucson.com,learnmore@lowttucson.com,(520) 224-9176; (520) 675-6533,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Trim Clinics,AZ,Tucson,https://thetrimclinics.com/,info@thetrimclinics.com,info@thetrimclinics.com,(760) 706-5476,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Well Med Spa,AZ,Scottsdale,https://thewellmedspa.com/,info@thewellmedspa.com,info@thewellmedspa.com,(480) 999-9355,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Top Rated Scottsdale Med Spa | Babyface,AZ,Scottsdale,https://babyfacellc.com/,hello@babyfacellc.com,hello@babyfacellc.com; leighasher@babyfacellc.com; leighasher5@gmail.com,(480) 405-8241; (480) 630-3778; (480) 788-5345,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Torstveit Medical Aesthetics,AZ,Phoenix,https://tmamedspa.com/,info@tmamedspaclinic.com,info@tmamedspaclinic.com; info@torstveitmedical.com; tmamedspa329@gmail.com,(602) 354-3100,,"glp-1, nad+, peptide, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Total Medical,AZ,,,jmorgan@totalmedicalaz.com,jmorgan@totalmedicalaz.com,6232596900,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Jess Morgan; states served: AZ
TriMotus,AZ,Phoenix,https://trimotus.com/,drkhavari@trimotus.com,drkhavari@trimotus.com,(480) 470-9008; (480) 771-7257,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Tucson Wellness MD,AZ,Tucson,https://tucsonwellnessmd.com/,info@tucsonwellnessmd.com,info@tucsonwellnessmd.com,(520) 222-5425; (520) 462-7706,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Tula Wellness MD,AZ,Tucson,https://tulawellnessmd.com/,info@tulawellnessmd.com,info@tulawellnessmd.com,(520) 577-1129,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Urban Medical,AZ,Phoenix,https://urbanmedical.com/,info@urbanaesthetics.co,info@urbanaesthetics.co,(480) 336-9034; (540) 870-6211,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Valley Medical Weight Loss & Med Spa -,AZ,Phoenix,https://valleymedicalweightloss.com/,medspa@valleyweightloss.com,medspa@valleyweightloss.com,(480) 447-1165; (480) 968-5673; (602) 374-3374,,"glp-1, nad+, peptide, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Valley Wellness & Aesthetics,AZ,Phoenix,https://valleywellnessaesthetics.com/,team@valleywellnessaz.com,team@valleywellnessaz.com,(480) 210-5036,,"glp-1, hexarelin, nad+, peptide, peptides, semaglutide, sermorelin, tesamorelin, thymosin, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Vella Method,AZ,Scottsdale,https://vellamethod.com/,brandie@vellamethod.com,brandie@vellamethod.com,(602) 510-1274,,"bpc-157, glp-1, peptide, peptides, tb-500",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Vesta Aesthetics,AZ,Scottsdale,https://vestaaesthetics.com/,vestaaesthetics@gmail.com,vestaaesthetics@gmail.com,(801) 380-3663,,"bpc-157, cjc-1295, dsip, epitalon, ghk-cu, glp-1, hexarelin, ipamorelin, kisspeptin, mots-c, nad+, peptide, peptides, pt-141, retatrutide, selank, semaglutide, semax, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",23,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Vita Sana Medical Center,AZ,Scottsdale,https://vitasanacenter.com/,hello@vitasanacenter.com,hello@vitasanacenter.com,(480) 579-5290; (623) 343-6452,,"epitalon, ghk-cu, glp-1, nad+, peptide, peptides, retatrutide, semaglutide, thymosin, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Vital Medical Weight Loss and Wellness,AZ,,,vitalmedicalservicesllc@gmail.com,vitalmedicalservicesllc@gmail.com,4807123334,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,"contact: Brandy Alexander; states served: AZ, OH, MD, GA"
Adam & Eve Medical Aesthetics | Medical Spa & Aesthetics in Scottsdale,AZ,Scottsdale,https://adamandevemedspa.com/,,,(480) 575-6584; (480) 771-2819; (623) 404-9231,,"aod-9604, bpc-157, cjc-1295, dsip, ghk-cu, ipamorelin, peptide, peptides, pt-141, selank, semaglutide, semax, tb-500, tesamorelin, tirzepatide",15,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
All About Me Medical Aesthetics,AZ,Phoenix,https://allaboutmeaz.com/,,,(480) 750-1905,,"bpc-157, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, semaglutide, tb-500, tesamorelin, thymosin, tirzepatide",12,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Arizona Medical Medspa,AZ,Scottsdale,https://arizonamedicalmedspa.com/,,,(480) 766-0550,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Blume Skin & Body,AZ,Phoenix,https://blumeskintreatment.com/,,,(480) 247-7580; (480) 699-7999; (480) 808-4526,,"glp-1, nad+, peptide, peptides, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Frank Comstock, MD, ABAARM, FACEP: Anti-Aging & Regenerative Medicine Tucson, AZ",AZ,Tucson,https://lifestylespectrum.com/,,,(520) 547-2820; (520) 547-2822,,"bpc-157, cjc-1295, dsip, ipamorelin, peptide, peptides, semax, tesamorelin",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
It's a Secret Med Spa,AZ,Phoenix,https://secretmedspa.com/,,,,,"bpc-157, ghk-cu, melanotan, nad+, peptide, peptides, semaglutide, tb-500, tirzepatide",9,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
IV Nutrition,AZ,Tucson,https://ivnutrition.com/,,,,,"nad+, peptide, peptides, pt-141, semaglutide, sermorelin, tirzepatide",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
New Results Medical Weight Loss,AZ,Scottsdale,https://newresultsmedicalweightloss.com/,,,(480) 214-3429,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, semaglutide, sermorelin, tesamorelin, tesofensine, tirzepatide",15,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Phoenix Peptides,AZ,Phoenix,https://phoenixpeptidetherapy.com/,,,,,"bpc-157, ghk-cu, peptide, peptides, retatrutide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Real Results Medical,AZ,Scottsdale,https://realresultsmedical.com/,,,(480) 245-5636,,"bpc-157, cjc1295, ipamorelin, mots-c, peptide, peptides, pt-141, selank, semax, sermorelin, tb-500, tesamorelin, thymosin",13,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,AZ,Phoenix,https://hydrateivbar.com/,,,,,"nad+, peptide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,AZ,Scottsdale,https://az-ifm.com/,,,(480) 744-7110; (480) 914-5129,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Serenity Urgent Care and Wellness,AZ,Tucson,https://serenityurgentcareandwellness.com/,,,(219) 366-6388; (520) 207-6587,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Solara Health & Beauty,AZ,Phoenix,https://solarahealthandbeauty.com/,,,(480) 666-5043,,"glp-1, nad+, peptide, peptides, retatrutide, semaglutide, tirzepatide",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Vitality Med Spa,AZ,Scottsdale,https://vitalitymedspa.com/,,,(480) 854-8000; (480) 948-3050,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, semaglutide, sermorelin, tb-500, tb500, tirzepatide",15,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
