business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
Fab Medical Aesthetics,NC,Raleigh,https://fab-aesthetics.com/,info@fabstudionc.com,info@fabstudionc.com,(919) 488-4444,,"glp-1, nad+, peptide, peptides, semaglutide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Genevieve & Co.,NC,Charlotte,https://medspaclt.com/,hello@medspaclt.com,hello@medspaclt.com,(704) 270-8537,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Hello Beautiful,NC,Raleigh,https://hellobeautifulraleigh.com/,info@hellobeautifulraleigh.com,info@hellobeautifulraleigh.com; contact@business.com,(919) 413-3330,,"ghk-cu, glp-1, glp1, nad+, peptide, peptides, semaglutide",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Hygenerate,NC,,,hello@hygeneratellc.com,hello@hygeneratellc.com,NIS     9193991641,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,"contact: Julianne Tondreau; states served: NC, VA, NY, WA, CO, SC, FL, IA, KS, RI, MD, TX"
"ILŪMRA Skin | Functional Medspa in Raleigh, NC | Holistic Skin Wellness & Anti-A",NC,Raleigh,https://ilumraskin.com/,hello@ilumraskin.com,hello@ilumraskin.com,(919) 503-4361,,"ghk-cu, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Infinity Medspa & Wellness,NC,Charlotte,https://infinitywellnessqc.com/,info@infinitymedspaandwellness.com,info@infinitymedspaandwellness.com,(704) 733-9202,,"nad+, peptide, peptides, retatrutide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Jon Ric Medical Spa and Wellness Center,NC,Charlotte,https://jonriccharlottemedicalspa.com/,jonricmedspa@gmail.com,jonricmedspa@gmail.com,(704) 665-0058; (877) 345-5372,,"glp-1, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
La Miel Aesthetics,NC,Raleigh,https://lamielaesthetics.com/,lamiel@lamielaesthetics.com,lamiel@lamielaesthetics.com,(919) 887-8666,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
LKN Refresh,NC,Charlotte,https://refreshlkn.com/,info@refreshlkn.com,info@refreshlkn.com,(980) 216-8484,,"bpc-157, glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
M2 Medical Spa & Wellness,NC,Charlotte,https://m2medicalspaandwellness.com/,info@m2medicalspaandwellness.com,info@m2medicalspaandwellness.com,(704) 243-9720,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Macrofusion Healthcare & Weight Loss Solutions, PLLC",NC,,,erwin_macrohon@hotmail.com,erwin_macrohon@hotmail.com,3363381481,,"Patient specific Semaglutide, Patient Specific Tirzepatide, Is it possible to order Patient Specific Medication but to be SHIPPED to Clinic instead? Thank you.ED",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Erwin Macrohon; states served: North Carolina
Medish Spa,NC,Charlotte,https://medishspa.com/,info@medishspa.com,info@medishspa.com; ​info@medishspa.com,(704) 910-5865; (980) 254-8565,,"glp-1, nad+, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Nuderma Health & Med Spa,NC,Raleigh,https://nudermahealth.com/,info@nudermahealth.com,info@nudermahealth.com,(919) 867-4455; (984) 867-2224,,"semaglutide, tirzepatide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Prejuve MedSpa & Wellness,NC,Raleigh,https://prejuvespa.com/,manager@prejuvespa.com,manager@prejuvespa.com; prejuvemedspa@gmail.com,(919) 386-3533,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Prestige Medical Spa,NC,Charlotte,https://prestigemedicalspacharlotte.com/,prestiegemedspacharlotte@gmail.com,prestiegemedspacharlotte@gmail.com; prestigemedspacharlotte@gmail.com,(980) 237-4630,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Prime MD Aesthetics,NC,Raleigh,https://primemdcenter.com/,info@primemdcenter.com,info@primemdcenter.com; jc@primemdcenter.com,(787) 755-8849; (788) 037-9071; (788) 300-3276,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Raleigh Well,NC,Raleigh,https://theraleighwell.com/,info@theraleighwell.com,info@theraleighwell.com,(919) 228-9557,,"bpc-157, cjc-1295, epitalon, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, sermorelin, tb-500, tesamorelin, thymosin",14,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
RegenesisMD,NC,Raleigh,https://regenesismd.com/,info@regenesismd.com,info@regenesismd.com,(919) 322-2844,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, semaglutide, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",15,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
RegenesisMD,NC,Raleigh,https://peptidetherapyraleigh.com/,info@regenesismd.com,info@regenesismd.com,(919) 322-2844,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, semaglutide, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",15,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Revitalize Hydration & Wellness PLLC,NC,,,revitalizebusiness2022@gmail.com,revitalizebusiness2022@gmail.com,8284434484,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Misty B Eller; states served: NC
Skindulgence Medspa,NC,Charlotte,https://skindulgencemedspa.com/,info@skindulgencemedspa.com,info@skindulgencemedspa.com,(704) 516-0024,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"The Aesthetics Lounge and Spa Raleigh | Medical Spa in Raleigh, NC",NC,Raleigh,https://raleigh.theaestheticsloungeandspa.com/,raleigh@tal-spa.com,raleigh@tal-spa.com,(239) 932-3413; (919) 813-0043,,"glp-1, nad+, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Invigory,NC,Charlotte,https://theinvigory.com/,info@theinvigory.com,info@theinvigory.com,(980) 339-5826,,"ghk-cu, glp-1, nad+, peptide, peptides, semaglutide, sermorelin, tirzepatide",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Modern Aesthetic,NC,Charlotte,https://themodernaesthetic.co/,info@themodernaesthetic.co,info@themodernaesthetic.co; nikki@themodernaesthetic.co,(704) 291-1568,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Trillium Clinic,NC,Raleigh,https://trilliumclinic.com/,info@trilliumclinic.com,info@trilliumclinic.com,(919) 710-8100; (919) 747-3999; (919) 823-5681,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
TRU Wellness,NC,Charlotte,https://truwellnesscharlotte.com/,contact@truwellnesscharlotte.com,contact@truwellnesscharlotte.com,(980) 501-7444; (986) 021-0058,,"bpc-157, cjc-1295, ghk-cu, glp-1, glp1, ipamorelin, nad+, peptide, peptides, semaglutide, sermorelin, thymosin, tirzepatide",13,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Yamin Beauty and Esthetics,NC,,,yaminbeautyandesthetics@gmail.com,yaminbeautyandesthetics@gmail.com,9194290741,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Mariam Oguntade; states served: NC
Carolina Health and Wellness,NC,Raleigh,https://carolinahnw.com/,,,(828) 579-4880,,"aod-9604, bpc-157, cjc-1295, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, semaglutide, sermorelin, tb-500, tesamorelin, tirzepatide",14,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Charlotte Plastic Surgeon,NC,Charlotte,https://beckaestheticsurgery.com/,,,(704) 741-9592; (704) 800-4642; (704) 817-2597,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Dr. Scott’s Restorative Health & Aesthetics,NC,Charlotte,https://charlotte-antiaging.com/,,,(980) 920-3211,,"glp-1, melanotan, oxytocin, peptide, peptides, pt-141, pt141, semaglutide, tirzepatide",9,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Evolve Medical Associates,NC,Charlotte,https://evolvemetoday.com/,,,(704) 386-6695; (704) 643-2205,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Glo de Vie Med Spa: Med Spa: Raleigh, NC",NC,Raleigh,https://glodevie.com/,,,(919) 510-5919,,"semaglutide, tirzepatide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Heritage Regenerative Medicine,NC,Charlotte,https://heritageregen.com/,,,(980) 210-0079,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Heritage Urgent and Primary Care,NC,Raleigh,https://heritageucpc.com/,,,(866) 557-2612; (919) 741-4677; (919) 741-6349,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Infinity MedSpa and Wellness,NC,Charlotte,https://infinitymedspaandwellness.com/,,,(704) 733-9202,,"glp-1, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Lyle Plastic Surgery and Aesthetics Center,NC,Raleigh,https://drglennlyle.com/,,,(919) 307-8585,,glp-1,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Med Spa in Raleigh, NC",NC,Raleigh,https://nuveramedspa.com/,,,(919) 278-7400,,"aod-9604, bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, kisspeptin, mots-c, nad+, peptide, peptides, pt-141, semaglutide, tb-500, tesamorelin, thymosin, tirzepatide",17,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Nova Wellness,NC,Charlotte,https://novawellnessclt.com/,,,(980) 201-9335,,"bpc-157, ghk-cu, glp-1, glp1, nad+, peptide, peptides, semaglutide, sermorelin, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
NVIV Wellness & Aesthetics,NC,Raleigh,https://nvivmedspa.com/,,,(919) 739-4211,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Parker Mason Wellness,NC,Raleigh,https://parkermasonwellness.com/,,,,,"ghk-cu, glp-1, nad+, peptide, peptides, sermorelin, tesamorelin",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Plastic Surgery for Raleigh, Durham, NC —North Raleigh Plastic Surgery",NC,Raleigh,https://northraleighplasticsurgery.com/,,,(919) 532-2270,,"bpc-157, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, sermorelin, tesamorelin, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Plastic Surgery Raleigh,NC,Raleigh,https://anuantonymd.com/,,,(919) 296-0256,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,NC,Raleigh,https://raleigh.hydratemedical.com/,,,(919) 674-0092,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
