business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
"SimplySkin | Body, Skincare, CoolSculpting | Fishers, Indianapolis, Indiana",IN,Indianapolis,https://simplyskinmedspa.com/,guestservices@simplyskinmedspa.com,guestservices@simplyskinmedspa.com,(317) 576-1114; (317) 602-6332; (317) 676-6179,,"nad+, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"SomaVie Wellness Center & Med Spa in Indianapolis, Indiana",IN,Indianapolis,https://somaviewellness.com/,info@somaviewellness.com,info@somaviewellness.com,(317) 268-5832; (317) 455-8540,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Starsiak Aesthetics,IN,Indianapolis,https://starsiakaesthetics.com/,info@drstarsiak.com,info@drstarsiak.com,(317) 410-9978,,"aod-9604, bpc-157, cjc-1295, ghk-cu, ipamorelin, peptide, peptides, pt-141, selank, sermorelin, thymosin",11,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Refinery Functio,IN,Indianapolis,https://therefineryfunctionalwellness.com/,sarahmichellebrand@gmail.com,sarahmichellebrand@gmail.com,(317) 886-1244,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Results Lounge,IN,,,kristen@theresultslounge.com,kristen@theresultslounge.com,7657010249,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Kristen Rooze; states served: Indiana
Total Body Wellness,IN,Indianapolis,https://totalbodywellness.com/,info@totalbodywellness.com,info@totalbodywellness.com,(317) 286-3147; (877) 471-8129,,"bpc-157, glp-1, nad+, oxytocin, peptide, peptides, pt-141, semaglutide, sermorelin, tesamorelin, tirzepatide",11,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Transcend RX,IN,Indianapolis,https://transcendrxfishers.com/,info@transcendrxfishers.com,info@transcendrxfishers.com,(317) 210-1760; (346) 206-0116,,"aod9604, bpc-157, ghk-cu, ipamorelin, nad+, peptide, peptides, pt-141, semaglutide, semax, sermorelin, tb500, tesamorelin, thymosin, tirzepatide",15,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Vitality IV Bar I Recover Faster | IV Vitamin Hydration,IN,Indianapolis,https://vitalityivbar.com/,drip@vitalityivbar.com,drip@vitalityivbar.com,(317) 419-3749,,"glp-1, nad+, peptide, semaglutide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Welluna Wellness,IN,,,rachel.mould.np@gmail.com kreecern.np@gmail.com,rachel.mould.np@gmail.com kreecern.np@gmail.com,4438129031,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,"contact: Rachel Mould, Kimberly Reece; states served: Indiana"
Medical Spa Services,IN,Indianapolis,https://nexamedspa.com/,,,(317) 669-9896; (407) 449-2645,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Regevity,IN,Indianapolis,https://regevity.com/,,,(210) 764-5919; (224) 496-4519; (224) 534-5034,,"glp-1, nad+, peptide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Revive RX,IN,Indianapolis,https://reviverxwellness.com/,,,(317) 245-7353; (317) 527-9214,,"peptide, peptides, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Skin Renew Day Spa & Laser Center,IN,Indianapolis,https://skinrenewdayspa.com/,,,(317) 360-6336; (317) 848-7546,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
