business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
Serenity Rejuvenation Center -,WA,Seattle,https://serenityrejuvenationcenter.com/,drstevesrc@gmail.com,drstevesrc@gmail.com,(425) 644-5560,,"peptide, peptides, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The district injector,WA,,,thedistrictinjector@gmail.com,thedistrictinjector@gmail.com,2026808551,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Erica Granteed AGACNP-BC; states served: Easier to say I see all states but Alaska Hawaii Washington state and Oregon
The Women’s Clinic,WA,,,jessicaarnp@the-womens-clinic.com,jessicaarnp@the-womens-clinic.com,2536253060,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Jessica Kirkwood; states served: Washington State
Thrive Direct Health Care,WA,,,drwilson@thrivedirecthealthcare.com,drwilson@thrivedirecthealthcare.com,NIS 2960 old path road Blacklick ohio 43004,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Brianna Wilson; states served: WA
Vadara,WA,Seattle,https://vadaraspa.com/,team@latofonts.com,team@latofonts.com; impallari@gmail.com; sebastian@aldusleaf.org,(425) 299-9379,,"nad+, peptide, peptides, sermorelin",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Vitality Medi Spa Queen Anne Seattle, WA | Medical Spa Seattle",WA,Seattle,https://vitalityqueenanne.com/,info@vitalityqueenanne.com,info@vitalityqueenanne.com; away.emailinfo@vitalityqueenanne.comphone,(206) 622-5300,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Anti-Aging Northwest,WA,Seattle,https://antiagingnorthwest.com/,,,(480) 363-6507; (509) 474-0597; (954) 455-3822,,"bpc-157, glp-1, mots-c, nad+, oxytocin, peptide, peptides, semaglutide, semax, sermorelin, tb-500, tirzepatide",12,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
HOME,WA,Seattle,https://celsiusmedspa.com/,,,(206) 922-3861; (314) 279-3595,,"peptide, peptides, semaglutide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Sherisse Hill Aesthetic Derm,WA,Seattle,https://sherissehill.com/,,,(425) 300-6981,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Vitality Medical,WA,Seattle,https://vitalitymedicalpnw.com/,,,(425) 458-1971,,"ghk-cu, glp-1, hexarelin, melanotan, nad+, peptide, peptides, pt-141, pt141, semaglutide, sermorelin, ss-31, tesamorelin, tirzepatide",14,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
