business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
"Facials, Injections, & Skin Rejuvenation",GA,Atlanta,https://slmmedspa.com/,info@slmmedspa.com,info@slmmedspa.com,(678) 820-1020,,"aod9604, cjc-1295, dsip, epitalon, ghk-cu, glp-1, ipamorelin, kisspeptin, mots-c, peptide, peptides, pt-141, selank, semaglutide, sermorelin, tb-500, thymosin, tirzepatide",18,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Georgia Primary Care dba Primay Clinic,GA,,,admin@gaprimarycare.com,admin@gaprimarycare.com,478-246-1114,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,"contact: Larry Montgomery; states served: GA, AZ, UT, WA, VA, FL, NM, OK, DC"
Healthier You Primary Care,GA,,,jodi.tallman.np@gmail.com,jodi.tallman.np@gmail.com,6784715180,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Jodi Tallman; states served: Georgia Florida
It's the Drip IV Hydration and Wellness,GA,,,itsthedripiv@gmail.com,itsthedripiv@gmail.com,4048359707,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Courtney Reeves; states served: Georgia
Majspa Medspa & Aesthetics,GA,Atlanta,https://majspa.io/,info@majspa.io,info@majspa.io,(470) 748-9797,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, oxytocin, peptide, peptides, pt-141, retatrutide, semaglutide, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",16,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Medical Creations Integrative Medicine,GA,Atlanta,https://mcimatlanta.com/,info@mcimatlanta.com,info@mcimatlanta.com; info@creationsintegrativemedicine.com; info@mcimatlanta.ciom; bcpinfo@ag.state.nv.us,(404) 291-0022; (678) 264-8697; (678) 732-9065,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
OPAL Aesthetics,GA,Atlanta,https://opalatlanta.com/,corporatecompliance@eyesouthpartners.com,corporatecompliance@eyesouthpartners.com,(404) 953-4010; (404) 953-4023,,"bpc-157, cagrilintide, cjc-1295, dsip, epitalon, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, retatrutide, semaglutide, semax, ss-31, tb-500, tesamorelin, thymosin, tirzepatide",20,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Partners In Health Management, LLC",GA,,,phmvaldosta@att.net,phmvaldosta@att.net,2294744101,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Ebony Hillmon Scruggs; states served: Georgia
Radiate Health and wellness,GA,,,alicia@freespirit.health,alicia@freespirit.health,4237048661,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Alicia Whitley; states served: TN and GA
RegenMD,GA,Atlanta,https://regenmdwellness.com/,contact@regenmdwellness.com,contact@regenmdwellness.com,(470) 671-5955,,"aod-9604, bpc-157, ghk-cu, glp-1, mots-c, nad+, oxytocin, peptide, peptides, semaglutide, sermorelin, tesamorelin, tesofensine, tirzepatide",14,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Replenish,GA,Atlanta,https://replenishiv.com/,hello@replenishiv.com,hello@replenishiv.com,(404) 891-9248,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Revive Atlanta MD,GA,Atlanta,https://reviveatlmd.com/,drbindiyamd@reviveatlantamd.com,drbindiyamd@reviveatlantamd.com,(404) 835-2637,,"cjc-1295, glp-1, ipamorelin, nad+, peptide, peptides, semaglutide, tirzepatide",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
SHINE Med Studios,GA,Atlanta,https://shinemedstudios.com/,contact@shinemedstudios.com,contact@shinemedstudios.com,(404) 996-6530; (470) 470-9986,,"glp-1, peptide, peptides, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Skin Social Med Spa,GA,Atlanta,https://skinsocialspa.com/,info@skinsocialspa.com,info@skinsocialspa.com,(470) 823-7842,,"glp-1, nad+, peptide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
SkinEthics Medspa,GA,Atlanta,https://skinethicsmedspa.com/,info@skinethicsmedspa.com,info@skinethicsmedspa.com; mark.targetpatientsmd@gmail.com,(404) 343-2801,,"aod-9604, bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, nad+, oxytocin, peptide, peptides, pt-141, selank, semax, sermorelin, tb-500, thymosin",16,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Spa Sydell Integrative Aesthetics,GA,Atlanta,https://spasydell.com/,form_bg@1.2x-3.avif,form_bg@1.2x-3.avif; hero@1.2x-7-2.avif; products_bg@1.2x.avif; real-patient-stories@1.2x-1.avif; real-patient-stories@1.2x-2.avif; special@1.2x-1.avif,(404) 255-7727,,"bpc-157, cjc-1295, dsip, epitalon, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, retatrutide, selank, semaglutide, sermorelin, tb-500, tb500, tesamorelin, tirzepatide",20,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Tiny Clinic pc,GA,,,admin@tinyclinic.com,admin@tinyclinic.com,4046923189,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Marlana Hayes; states served: GA and NY
VEMa Holistic Health,GA,,,fbrockington@vemahealth.com,fbrockington@vemahealth.com,"2295609478, 2292623707",,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,"contact: Felecia Brockington; states served: Ga, WA"
Dr. Nicholas Jones,GA,Atlanta,https://drnipandtuck.com/,,,(404) 777-8825,,"aod-9604, bpc-157, cjc-1295, dsip, epitalon, ghk-cu, glp-1, ipamorelin, mots-c, nad+, peptide, peptides, pt-141, selank, semaglutide, semax, sermorelin, ss-31, tb-500, tesamorelin, tesofensine, thymosin, tirzepatide",23,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Gentle Giant Care,GA,Atlanta,https://gentlegiantcarellc.com/,,,(678) 974-7410,,"glp-1, peptide, peptides, semaglutide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
